record_id,player_id,team_name,player_role,map_played,match_type,kills,assists,deaths,accuracy_percent,reaction_time_ms,fatigue_index,performance_score,win_probability,match_outcome,mvp_award,player_name,player_country,kd,rating,team_id,map_id,match_type_id,map_type,active_duty,best_of,match_date,date_year,date_month,date_quarter,date_day_of_week
1503,427,Big 5,Rifler,Inferno,Semi-Final,16,6,7,47.87,221.04,0.84,46.54,1,Win,No,takbok,South Africa,1.1,1.04,5,2,3,Bomb Defusal,1,3,28/04/2023,2023,4,2,Friday
1504,83,Signature,AWPer,Mirage,Final,9,9,13,34.36,284.01,0.47,26.48,0.72,Win,No,CigaretteS,Thailand,1.15,1.11,2,1,2,Bomb Defusal,1,5,11/03/2023,2023,3,1,Saturday
1505,358,FunPlus Phoenix,Rifler,Nuke,Group Stage,17,11,5,51.3,196.69,0.57,59.95,1,Win,No,Maden,Montenegro,1.05,1.05,4,4,5,Bomb Defusal,1,1,06/05/2022,2022,5,2,Friday
1506,57,XSET,Rifler,Overpass,Group Stage,19,8,13,41.05,262.14,0.9,44.52,1,Win,No,Petra,Netherlands,1.16,1.13,4,5,5,Bomb Defusal,0,1,07/07/2022,2022,7,3,Thursday
1507,361,fnatic,Entry Fragger,Dust2,Qualifier,11,8,14,41.28,267.11,0.84,28.24,0.94,Win,No,flusha,Sweden,1.09,1.05,3,3,4,Bomb Defusal,1,1,11/02/2022,2022,2,1,Friday
1508,237,Sangal,Rifler,Mirage,Playoff,8,10,10,46.46,232.45,0.2,37.23,0.86,Win,No,paz,Turkey,1.11,1.07,3,1,1,Bomb Defusal,1,3,18/11/2022,2022,11,4,Friday
1509,209,ENCE,IGL,Overpass,Final,16,8,10,59.46,188.05,0.66,53.13,1,Win,No,dycha,Poland,1.1,1.08,6,5,2,Bomb Defusal,0,5,01/07/2024,2024,7,3,Monday
1510,50,Movistar Riders,IGL,Nuke,Group Stage,19,5,13,35.28,180.95,0.83,39.34,0.91,Win,No,SunPayus,Spain,1.21,1.13,3,4,5,Bomb Defusal,1,1,16/02/2023,2023,2,1,Thursday
1511,253,ATK,Rifler,Nuke,Final,18,8,5,31.26,202.9,0.81,46.53,0.8,Win,No,blackpoisoN,South Africa,1.09,1.07,6,4,2,Bomb Defusal,1,5,17/07/2022,2022,7,3,Sunday
1512,139,Extra Salt,AWPer,Dust2,Playoff,18,5,8,21.94,249.43,0.19,42.07,0.97,Win,No,oSee,United States,1.16,1.09,1,3,1,Bomb Defusal,1,3,07/05/2023,2023,5,2,Sunday
1513,31,Lynn Vision,Entry Fragger,Inferno,Final,16,7,5,34.23,206.79,0.63,44.81,0.94,Win,No,z4kr,China,1.21,1.15,1,2,2,Bomb Defusal,1,5,23/07/2023,2023,7,3,Sunday
1514,338,Dignitas fe,Entry Fragger,Inferno,Semi-Final,15,9,15,31.91,202.82,0.26,37.35,0.84,Win,No,EMUHLEET,United States,1.13,1.05,3,2,3,Bomb Defusal,1,3,08/01/2022,2022,1,1,Saturday
1515,279,iBUYPOWER,Rifler,Dust2,Qualifier,19,13,12,54.3,260.97,0.22,63.95,1,Win,Yes,DaZeD,United States,1.1,1.06,5,3,4,Bomb Defusal,1,1,06/04/2024,2024,4,2,Saturday
1516,161,River Plate,AWPer,Dust2,Final,14,10,12,40.15,178.03,0.45,41.58,1,Win,No,minimal,Argentina,1.14,1.09,6,3,2,Bomb Defusal,1,5,04/09/2022,2022,9,3,Sunday
1517,193,SK,Rifler,Mirage,Semi-Final,14,8,9,62.45,221.43,0.04,57.83,1,Win,No,felps,Brazil,1.09,1.08,2,1,3,Bomb Defusal,1,3,18/02/2023,2023,2,1,Saturday
1518,369,Heroic,AWPer,Dust2,Final,15,10,8,40.16,172.78,0.71,44.98,0.87,Win,No,cadiaN,Denmark,1.11,1.05,1,3,2,Bomb Defusal,1,5,05/08/2022,2022,8,3,Friday
1519,261,Dignitas,IGL,Overpass,Semi-Final,17,5,10,49.68,215.88,0.83,45.54,1,Win,No,Pimp,Denmark,1.13,1.07,4,5,3,Bomb Defusal,0,3,20/09/2022,2022,9,3,Tuesday
1520,57,XSET,Entry Fragger,Inferno,Final,10,10,15,58.32,215.4,0.44,39.76,0.92,Win,No,Petra,Netherlands,1.16,1.13,2,2,2,Bomb Defusal,1,5,10/03/2023,2023,3,1,Friday
1521,93,Complexity,Rifler,Nuke,Qualifier,18,7,10,46.23,162.36,0.65,49.61,0.98,Win,No,poizon,Bulgaria,1.17,1.11,6,4,4,Bomb Defusal,1,1,08/01/2022,2022,1,1,Saturday
1522,78,New Identity,AWPer,Mirage,Playoff,14,6,11,59.5,249.36,0.8,44.75,1,Win,No,wrath,United States,1.13,1.12,3,1,1,Bomb Defusal,1,3,15/09/2023,2023,9,3,Friday
1523,459,dreamchasers,IGL,Inferno,Group Stage,18,7,12,23.62,203.97,0.52,37.61,0.98,Win,No,emilio,Sweden,1.05,1.03,4,2,5,Bomb Defusal,1,1,02/07/2022,2022,7,3,Saturday
1524,286,Sparta,AWPer,Mirage,Final,16,10,15,36.82,249.09,0.7,38.41,0.99,Win,No,Ethan,United States,1.09,1.06,6,1,2,Bomb Defusal,1,5,06/03/2022,2022,3,1,Sunday
1525,436,Evil Geniuses,IGL,Mirage,Group Stage,21,9,4,58.45,265.54,0.91,67.12,1,Win,Yes,oBo,United States,1.06,1.04,1,1,5,Bomb Defusal,1,1,07/04/2024,2024,4,2,Sunday
1526,52,eSuba,Entry Fragger,Overpass,Playoff,11,8,6,44.55,184.42,0.81,38.17,0.96,Win,No,fredi,Czech Republic,1.17,1.13,1,5,1,Bomb Defusal,0,3,06/10/2023,2023,10,4,Friday
1527,193,SK,Rifler,Overpass,Playoff,11,7,4,35.81,235.04,0.58,37.11,0.73,Win,No,felps,Brazil,1.09,1.08,4,5,1,Bomb Defusal,0,3,07/10/2023,2023,10,4,Saturday
1528,6,NAVI Junior,Entry Fragger,Inferno,Playoff,10,10,10,46.34,288.28,0.55,37.67,0.96,Win,No,m0NESY,Russia,1.31,1.21,1,2,1,Bomb Defusal,1,3,03/01/2023,2023,1,1,Tuesday
1529,438,Vault,Rifler,Inferno,Group Stage,11,8,11,40.55,193.93,0.68,32.47,0.85,Win,No,sam_A,Colombia,1.06,1.04,6,2,5,Bomb Defusal,1,1,10/12/2022,2022,12,4,Saturday
1530,341,Fiend,Rifler,Nuke,Group Stage,11,5,7,47.53,154.55,0.94,34.37,0.83,Win,No,REDSTAR,Bulgaria,1.11,1.05,1,4,5,Bomb Defusal,1,1,09/02/2022,2022,2,1,Wednesday
1531,432,Signature,Entry Fragger,Inferno,Group Stage,16,4,9,58.27,208.3,0.96,46.54,1,Win,No,HSK,Korea,1.1,1.04,4,2,5,Bomb Defusal,1,1,09/01/2024,2024,1,1,Tuesday
1532,234,Galaxy Racer,Entry Fragger,Mirage,Playoff,20,8,16,27.56,179.13,0.49,40.88,0.91,Win,No,joel,Sweden,1.11,1.07,6,1,1,Bomb Defusal,1,3,10/06/2024,2024,6,2,Monday
1533,210,Endpoint,Entry Fragger,Dust2,Final,20,8,6,40.47,209.1,0.7,55.23,1,Win,No,CRUC1AL,Netherlands,1.12,1.08,3,3,2,Bomb Defusal,1,5,05/05/2024,2024,5,2,Sunday
1534,133,eUnited,Rifler,Mirage,Semi-Final,12,11,14,43.73,217.15,0.72,35.66,0.98,Win,No,moose,Canada,1.16,1.1,6,1,3,Bomb Defusal,1,3,27/12/2022,2022,12,4,Tuesday
1535,87,Lucid Dream,Entry Fragger,Dust2,Final,22,7,16,50.21,218.22,0.9,51.11,1,Win,No,PTC,Thailand,1.18,1.11,3,3,2,Bomb Defusal,1,5,21/11/2022,2022,11,4,Monday
1536,121,GamerLegion,AWPer,Dust2,Final,12,8,9,58.24,225.28,0.19,50.22,0.93,Win,No,nawwk,Sweden,1.18,1.1,2,3,2,Bomb Defusal,1,5,10/05/2022,2022,5,2,Tuesday
1537,180,Imperial,Rifler,Dust2,Playoff,15,5,11,56.23,215.07,0.33,48.81,0.92,Win,No,nukkye,Lithuania,1.13,1.08,5,3,1,Bomb Defusal,1,3,27/12/2022,2022,12,4,Tuesday
1538,450,Furious,AWPer,Overpass,Semi-Final,17,7,4,37.35,217.24,0.68,48.88,0.97,Win,No,JonY BoY,Argentina,1.06,1.04,2,5,3,Bomb Defusal,0,3,19/10/2022,2022,10,4,Wednesday
1539,412,WePlayGames,AWPer,Inferno,Group Stage,10,4,8,41.14,229.3,0.79,28.67,0.78,Win,No,mawth,Brazil,1.06,1.04,4,2,5,Bomb Defusal,1,1,21/01/2022,2022,1,1,Friday
1540,94,Heretics,IGL,Mirage,Semi-Final,16,8,8,41.56,178.41,0.91,43.68,1,Win,No,jeyN,France,1.16,1.11,5,1,3,Bomb Defusal,1,3,11/02/2022,2022,2,1,Friday
1541,226,LDLC,Rifler,Dust2,Playoff,4,7,7,39.94,248.31,0.49,23.07,0.73,Win,No,hAdji,France,1.11,1.07,4,3,1,Bomb Defusal,1,3,08/12/2022,2022,12,4,Thursday
1542,184,Chaos,IGL,Overpass,Playoff,14,8,14,56.89,232.32,0.82,42.25,0.8,Win,No,Xeppaa,United States,1.11,1.08,5,5,1,Bomb Defusal,0,3,22/01/2023,2023,1,1,Sunday
1543,43,Chiefs,Rifler,Inferno,Semi-Final,13,7,6,38.8,180.03,0.49,41.5,0.99,Win,No,Texta,Australia,1.16,1.13,1,2,3,Bomb Defusal,1,3,16/04/2022,2022,4,2,Saturday
1544,128,Born Of Fire,Rifler,Dust2,Semi-Final,12,7,9,28.57,220.2,0.65,29.78,0.76,Win,No,Zac,Vietnam,1.13,1.1,1,3,3,Bomb Defusal,1,3,24/07/2022,2022,7,3,Sunday
1545,146,NIP,AWPer,Mirage,Group Stage,18,11,9,52.97,208.97,0.74,57.09,1,Win,No,GeT_RiGhT,Sweden,1.15,1.09,3,1,5,Bomb Defusal,1,1,26/07/2022,2022,7,3,Tuesday
1546,119,Spirit,Entry Fragger,Nuke,Semi-Final,8,6,13,42.83,256.44,0.94,21.02,0.9,Win,No,mir,Russia,1.15,1.1,3,4,3,Bomb Defusal,1,3,25/05/2022,2022,5,2,Wednesday
1547,148,GODSENT,AWPer,Overpass,Final,12,7,5,42.79,233.77,0.63,41.09,0.9,Win,No,zehN,Finland,1.13,1.09,6,5,2,Bomb Defusal,0,5,19/06/2024,2024,6,2,Wednesday
1548,404,North,AWPer,Nuke,Final,12,13,8,41.24,151.87,0.07,48.92,0.85,Win,No,Kjaerbye,Denmark,1.08,1.04,6,4,2,Bomb Defusal,1,5,25/06/2022,2022,6,2,Saturday
1549,13,Trasko,Rifler,Inferno,Semi-Final,14,9,11,51.92,202.4,0,51.96,1,Win,No,w0nderful,Ukraine,1.29,1.18,4,2,3,Bomb Defusal,1,3,12/06/2023,2023,6,2,Monday
1550,276,Chaos,Rifler,Overpass,Group Stage,21,6,11,34.84,167.53,0.38,50.62,1,Win,No,leaf,United States,1.08,1.06,1,5,5,Bomb Defusal,0,1,17/09/2023,2023,9,3,Sunday
1551,435,Jaguares,IGL,Inferno,Playoff,14,6,9,37.35,193.52,0.68,36.88,0.75,Win,No,desh,Brazil,1.06,1.04,3,2,1,Bomb Defusal,1,3,05/03/2024,2024,3,1,Tuesday
1552,297,KOVA,Entry Fragger,Inferno,Group Stage,20,5,8,47.81,263.21,0.15,59.41,1,Win,No,Derkeps,Finland,1.04,1.06,6,2,5,Bomb Defusal,1,1,28/06/2022,2022,6,2,Tuesday
1553,229,Demolition Crew,AWPer,Dust2,Final,15,8,14,54.26,212.84,0.73,43.83,0.76,Win,No,ayken,Germany,1.09,1.07,3,3,2,Bomb Defusal,1,5,05/10/2023,2023,10,4,Thursday
1554,292,Heroic,Rifler,Nuke,Qualifier,11,8,9,51.24,256.41,0.01,46.52,1,Win,No,TeSeS,Denmark,1.08,1.06,2,4,4,Bomb Defusal,1,1,08/03/2023,2023,3,1,Wednesday
1555,184,Chaos,Entry Fragger,Inferno,Qualifier,16,15,8,55.93,210.75,0.76,59.37,1,Win,No,Xeppaa,United States,1.11,1.08,6,2,4,Bomb Defusal,1,1,22/12/2022,2022,12,4,Thursday
1556,28,TYLOO,IGL,Dust2,Qualifier,15,7,13,36.63,190.71,0.98,32.52,0.85,Win,No,BnTeT,Indonesia,1.24,1.16,3,3,4,Bomb Defusal,1,1,25/12/2022,2022,12,4,Sunday
1557,80,Natus Vincere,Entry Fragger,Dust2,Group Stage,14,10,9,43.14,195.59,0.99,40.67,1,Win,No,GuardiaN,Slovakia,1.19,1.11,6,3,5,Bomb Defusal,1,1,18/03/2022,2022,3,1,Friday
1558,470,Sprout,IGL,Dust2,Playoff,15,8,14,53.89,193.1,0.97,41.25,0.76,Loss,No,kressy,Germany,1.07,1.03,6,3,1,Bomb Defusal,1,3,27/06/2024,2024,6,2,Thursday
1559,242,Sprout,Rifler,Mirage,Final,13,6,7,42.94,251.93,0.61,40.37,1,Win,No,slaxz-,Germany,1.13,1.07,2,1,2,Bomb Defusal,1,5,28/03/2024,2024,3,1,Thursday
1560,17,MAD Lions,AWPer,Inferno,Semi-Final,15,10,11,50.9,182.03,0.8,46.45,0.78,Win,No,Woro2k,Ukraine,1.22,1.17,2,2,3,Bomb Defusal,1,3,16/01/2024,2024,1,1,Tuesday
1561,102,Heretics,Entry Fragger,Inferno,Group Stage,21,9,9,38.45,187.04,0.06,60.62,1,Win,Yes,Nivera,Belgium,1.18,1.11,3,2,5,Bomb Defusal,1,1,13/02/2024,2024,2,1,Tuesday
1562,272,Liquid,AWPer,Dust2,Playoff,23,6,9,31.4,230.13,0.82,50.5,0.94,Win,No,Grim,United States,1.07,1.06,4,3,1,Bomb Defusal,1,3,27/12/2022,2022,12,4,Tuesday
1563,260,Excelerate,Rifler,Dust2,Group Stage,19,11,10,36.55,222.36,0.25,54.77,1,Win,No,agM,United States,1.09,1.07,6,3,5,Bomb Defusal,1,1,25/08/2023,2023,8,3,Friday
1564,291,Epsilon,Entry Fragger,Inferno,Group Stage,16,16,14,57.08,220.69,0.66,55.94,1,Win,No,frei,United Kingdom,1.09,1.06,5,2,5,Bomb Defusal,1,1,16/04/2022,2022,4,2,Saturday
1565,268,ViCi,Entry Fragger,Nuke,Qualifier,18,8,6,49.57,238.45,0.02,62.58,1,Win,Yes,zhokiNg,China,1.07,1.06,5,4,4,Bomb Defusal,1,1,14/04/2024,2024,4,2,Sunday
1566,71,Sinners,Rifler,Mirage,Playoff,13,13,13,40.12,224.8,0.77,38.36,0.96,Win,No,NEOFRAG,Czech Republic,1.14,1.12,5,1,1,Bomb Defusal,1,3,19/03/2022,2022,3,1,Saturday
1567,317,MIBR,Entry Fragger,Inferno,Group Stage,12,10,5,44.7,149.56,0.62,45.15,0.94,Win,No,chelo,Brazil,1.08,1.06,1,2,5,Bomb Defusal,1,1,02/09/2023,2023,9,3,Saturday
1568,431,Smoke Criminals,Rifler,Dust2,Group Stage,18,6,11,47.31,211.66,0.91,45.55,1,Win,No,buue,Israel,1.06,1.04,1,3,5,Bomb Defusal,1,1,14/04/2023,2023,4,2,Friday
1569,180,Imperial,Entry Fragger,Mirage,Qualifier,13,9,8,46.58,226.12,0.1,49.29,0.85,Win,No,nukkye,Lithuania,1.13,1.08,3,1,4,Bomb Defusal,1,1,01/01/2024,2024,1,1,Monday
1570,122,paiN,AWPer,Overpass,Playoff,13,7,10,41.68,198.04,0.32,40.64,1,Win,No,biguzera,Brazil,1.16,1.1,5,5,1,Bomb Defusal,0,3,28/03/2022,2022,3,1,Monday
1571,297,KOVA,Entry Fragger,Inferno,Playoff,23,9,8,44.56,157.53,0.06,68.68,1,Win,Yes,Derkeps,Finland,1.04,1.06,2,2,1,Bomb Defusal,1,3,07/07/2022,2022,7,3,Thursday
1572,98,BLINK,Rifler,Inferno,Group Stage,13,4,9,41.86,210.16,0.23,39.63,0.85,Win,No,gxx-,Albania,1.2,1.11,2,2,5,Bomb Defusal,1,1,07/10/2023,2023,10,4,Saturday
1573,242,Sprout,Entry Fragger,Mirage,Qualifier,12,9,6,44.23,181.46,0.8,41.11,0.98,Win,No,slaxz-,Germany,1.13,1.07,3,1,4,Bomb Defusal,1,1,03/11/2023,2023,11,4,Friday
1574,373,Dynasty,Rifler,Dust2,Qualifier,15,10,13,42.84,205.41,0.25,45.92,0.85,Win,No,jtr,New Zealand,1.06,1.05,6,3,4,Bomb Defusal,1,1,11/05/2023,2023,5,2,Thursday
1575,204,Bad News Bears,Entry Fragger,Inferno,Final,12,8,10,47.06,225.73,0.74,38.13,0.83,Win,No,ptr,United States,1.15,1.08,4,2,2,Bomb Defusal,1,5,23/08/2022,2022,8,3,Tuesday
1576,291,Epsilon,IGL,Nuke,Semi-Final,22,9,9,38.61,254.13,0.83,55.01,1,Win,No,frei,United Kingdom,1.09,1.06,3,4,3,Bomb Defusal,1,3,22/12/2023,2023,12,4,Friday
1577,235,spray'n'pray,IGL,Overpass,Group Stage,21,5,8,52.12,253.18,0.02,64.86,1,Win,Yes,smike,Ukraine,1.08,1.07,2,5,5,Bomb Defusal,0,1,15/03/2024,2024,3,1,Friday
1578,47,HellRaisers,AWPer,Overpass,Group Stage,16,3,3,45.38,208.71,0.84,46.29,0.82,Win,No,woxic,Turkey,1.21,1.13,2,5,5,Bomb Defusal,0,1,08/04/2023,2023,4,2,Saturday
1579,237,Sangal,Rifler,Mirage,Playoff,13,8,11,44.41,193.5,0.26,42.6,1,Win,No,paz,Turkey,1.11,1.07,3,1,1,Bomb Defusal,1,3,15/05/2022,2022,5,2,Sunday
1580,336,Jade,Rifler,Nuke,Qualifier,10,6,7,43.56,246.49,0.41,36.68,0.92,Win,No,flaw,Australia,1.06,1.05,1,4,4,Bomb Defusal,1,1,28/03/2024,2024,3,1,Thursday
1581,321,SKADE,Rifler,Overpass,Playoff,17,7,12,44.32,238.05,0.43,46.86,1,Win,No,Rainwaker,Bulgaria,1.1,1.05,5,5,1,Bomb Defusal,0,3,14/11/2023,2023,11,4,Tuesday
1582,357,New4,Rifler,Nuke,Playoff,15,10,2,50.89,194.78,0.51,58.34,1,Win,No,Mr.six,China,1.04,1.05,5,4,1,Bomb Defusal,1,3,06/08/2022,2022,8,3,Saturday
1583,146,NIP,Rifler,Inferno,Final,13,9,13,46.4,208.14,0.06,44.6,0.9,Win,No,GeT_RiGhT,Sweden,1.15,1.09,3,2,2,Bomb Defusal,1,5,20/03/2023,2023,3,1,Monday
1584,206,Virtus.pro,IGL,Mirage,Semi-Final,9,11,10,39.59,237.4,0.9,29.8,0.95,Win,No,MICHU,Poland,1.1,1.08,5,1,3,Bomb Defusal,1,3,19/04/2024,2024,4,2,Friday
1585,317,MIBR,Entry Fragger,Overpass,Playoff,11,10,5,38.57,243.18,0.02,46.08,0.92,Win,No,chelo,Brazil,1.08,1.06,3,5,1,Bomb Defusal,0,3,13/09/2023,2023,9,3,Wednesday
1586,422,Triumph,IGL,Mirage,Qualifier,11,5,9,25.24,205.57,0.33,27.32,0.67,Win,No,Bwills,United States,1.06,1.04,2,1,4,Bomb Defusal,1,1,16/01/2023,2023,1,1,Monday
1587,211,Cloud9,Entry Fragger,Overpass,Semi-Final,18,7,16,43.29,231.81,0.91,39.54,1,Win,No,autimatic,United States,1.12,1.08,4,5,3,Bomb Defusal,0,3,30/03/2022,2022,3,1,Wednesday
1588,339,fnatic,IGL,Mirage,Semi-Final,24,6,8,44.91,207.93,0.81,60.35,1,Win,Yes,KRIMZ,Sweden,1.11,1.05,2,1,3,Bomb Defusal,1,3,15/09/2023,2023,9,3,Friday
1589,240,MIBR,IGL,Overpass,Final,19,3,6,47.41,229.85,0.31,55.6,0.83,Win,No,shz,Brazil,1.12,1.07,6,5,2,Bomb Defusal,0,5,06/03/2022,2022,3,1,Sunday
1590,377,FaZe,AWPer,Nuke,Playoff,14,7,11,44.49,214.83,0.77,38.55,0.83,Win,No,broky,Latvia,1.11,1.05,6,4,1,Bomb Defusal,1,3,24/02/2022,2022,2,1,Thursday
1591,139,Extra Salt,AWPer,Dust2,Qualifier,16,14,11,49.01,189.69,0.82,51.3,0.94,Win,No,oSee,United States,1.16,1.09,4,3,4,Bomb Defusal,1,1,25/07/2023,2023,7,3,Tuesday
1592,340,North,IGL,Mirage,Qualifier,16,3,7,32.21,264.89,0.07,43.41,0.98,Win,No,cajunb,Denmark,1.1,1.05,4,1,4,Bomb Defusal,1,1,16/01/2023,2023,1,1,Monday
1593,244,CLG Red,IGL,Dust2,Playoff,15,9,12,44.04,230.73,0.87,40.32,0.83,Win,No,di^,United States,1.12,1.07,3,3,1,Bomb Defusal,1,3,24/03/2023,2023,3,1,Friday
1594,287,Chiefs,IGL,Inferno,Group Stage,17,9,9,41.25,169.04,0.29,51.73,0.96,Win,No,tucks,Australia,1.11,1.06,6,2,5,Bomb Defusal,1,1,25/06/2024,2024,6,2,Tuesday
1595,413,GamerLegion,AWPer,Inferno,Semi-Final,12,10,4,32.24,246.96,0.44,41.72,0.86,Win,No,iM,Romania,1.04,1.04,2,2,3,Bomb Defusal,1,3,13/09/2022,2022,9,3,Tuesday
1596,301,AGO,Rifler,Mirage,Final,13,13,7,50.72,203.52,0.36,53.76,1,Win,No,snatchie,Poland,1.08,1.06,3,1,2,Bomb Defusal,1,5,04/05/2022,2022,5,2,Wednesday
1597,314,Natus Vincere,Entry Fragger,Mirage,Semi-Final,12,5,8,46.56,231.87,0.94,34.88,0.89,Win,No,B1T,Ukraine,1.1,1.06,1,1,3,Bomb Defusal,1,3,26/03/2024,2024,3,1,Tuesday
1598,455,Freedom 35,AWPer,Overpass,Final,10,6,12,42.96,168.23,0.89,26.58,0.98,Win,No,4sh0t,United States,1.08,1.03,4,5,2,Bomb Defusal,0,5,07/05/2023,2023,5,2,Sunday
1599,243,Imperial,Entry Fragger,Mirage,Final,15,11,13,38.2,236.94,0.02,46.9,0.93,Win,No,EspiranTo,Lithuania,1.09,1.07,1,1,2,Bomb Defusal,1,5,16/07/2023,2023,7,3,Sunday
1600,462,Renegades,IGL,Nuke,Playoff,9,12,5,36.44,179.12,0.22,41.02,0.82,Win,No,jkaem,Norway,1.04,1.03,1,4,1,Bomb Defusal,1,3,22/01/2022,2022,1,1,Saturday
1601,29,mouz NXT,Entry Fragger,Dust2,Qualifier,19,13,5,49.15,178.17,0.58,64.78,1,Win,Yes,torzsi,Hungary,1.23,1.16,3,3,4,Bomb Defusal,1,1,07/02/2023,2023,2,1,Tuesday
1602,92,HZ,Rifler,Nuke,Group Stage,7,13,7,39.65,240.31,0.05,39.33,0.83,Win,No,splashske,Singapore,1.15,1.11,1,4,5,Bomb Defusal,1,1,10/04/2024,2024,4,2,Wednesday
1603,248,INTZ,Entry Fragger,Dust2,Group Stage,12,6,11,30.82,204.23,0.35,30.91,0.88,Win,No,xand,Brazil,1.1,1.07,3,3,5,Bomb Defusal,1,1,16/06/2023,2023,6,2,Friday
1604,258,Immortals,Entry Fragger,Dust2,Group Stage,18,6,9,45.26,162.07,0.32,52.43,1,Win,No,boltz,Brazil,1.12,1.07,3,3,5,Bomb Defusal,1,1,28/01/2022,2022,1,1,Friday
1605,316,Fam143,Rifler,Overpass,Semi-Final,10,11,12,42.07,266.88,0.55,34.53,0.78,Win,No,opportunity,United States,1.05,1.06,2,5,3,Bomb Defusal,0,3,26/05/2022,2022,5,2,Thursday
1606,344,777,IGL,Dust2,Final,18,7,4,54.37,262.61,0.28,63.39,1,Win,Yes,Marcelious,Norway,1.08,1.05,2,3,2,Bomb Defusal,1,5,23/06/2023,2023,6,2,Friday
1607,145,Tunisia,Entry Fragger,Nuke,Final,14,6,4,50.24,270.35,0.49,50.22,0.87,Win,No,Remind,Tunisia,1.09,1.09,3,4,2,Bomb Defusal,1,5,17/05/2022,2022,5,2,Tuesday
1608,88,Evil Geniuses,Rifler,Overpass,Qualifier,13,6,7,36.64,183.8,0.93,34.02,0.9,Win,No,Brehze,United States,1.15,1.11,6,5,4,Bomb Defusal,0,1,04/07/2022,2022,7,3,Monday
1609,3,1WIN,Rifler,Dust2,Final,13,9,10,40.74,233.21,0.42,41.17,0.82,Loss,No,deko,Russia,1.42,1.24,4,3,2,Bomb Defusal,1,5,10/07/2024,2024,7,3,Wednesday
1610,289,VERTEX,Entry Fragger,Nuke,Group Stage,14,9,10,43.53,237.63,0.41,44.66,1,Win,No,Roflko,Australia,1.07,1.06,3,4,5,Bomb Defusal,1,1,30/10/2022,2022,10,4,Sunday
1611,183,Paquetá,Rifler,Dust2,Qualifier,15,11,15,40.31,214.61,0.64,39.76,0.95,Win,No,nython,Brazil,1.13,1.08,6,3,4,Bomb Defusal,1,1,17/10/2022,2022,10,4,Monday
1612,243,Imperial,IGL,Dust2,Final,14,8,7,52.77,222.91,0.51,50.29,0.87,Win,No,EspiranTo,Lithuania,1.09,1.07,5,3,2,Bomb Defusal,1,5,14/06/2022,2022,6,2,Tuesday
1613,15,ATK,IGL,Overpass,Semi-Final,16,10,11,39.52,198.81,0.43,46.46,0.98,Win,No,MisteM,South Africa,1.22,1.17,3,5,3,Bomb Defusal,0,3,19/12/2022,2022,12,4,Monday
1614,257,Gambit,IGL,Inferno,Semi-Final,14,7,16,38.33,237.81,0.14,36.77,0.89,Win,No,Hobbit,Kazakhstan,1.11,1.07,3,2,3,Bomb Defusal,1,3,02/08/2022,2022,8,3,Tuesday
1615,139,Extra Salt,AWPer,Inferno,Semi-Final,11,5,10,54.91,202.82,0.07,43.75,0.93,Win,No,oSee,United States,1.16,1.09,5,2,3,Bomb Defusal,1,3,04/01/2023,2023,1,1,Wednesday
1616,494,Tricked,Entry Fragger,Dust2,Semi-Final,22,4,10,49.11,225.87,0.19,60.66,1,Win,Yes,snedker,Denmark,1.08,1.03,5,3,3,Bomb Defusal,1,3,07/08/2023,2023,8,3,Monday
1617,315,Signature,IGL,Inferno,Playoff,8,11,11,57.09,224.43,0.25,42.05,0.97,Win,No,TOR,Thailand,1.09,1.06,5,2,1,Bomb Defusal,1,3,18/05/2024,2024,5,2,Saturday
1618,456,Third Impact,Rifler,Dust2,Qualifier,18,7,10,43.98,225.85,0.5,49.99,0.96,Win,No,tconnors,United States,1.07,1.03,5,3,4,Bomb Defusal,1,1,10/12/2023,2023,12,4,Sunday
1619,179,Singularity,AWPer,Dust2,Final,19,10,5,41.3,156.69,0.57,57.95,1,Win,No,Sayf,Sweden,1.11,1.08,4,3,2,Bomb Defusal,1,5,03/03/2022,2022,3,1,Thursday
1620,245,Secret,IGL,Mirage,Final,15,3,9,45.12,218.59,0.17,44.86,0.79,Win,No,anarkez,Israel,1.11,1.07,1,1,2,Bomb Defusal,1,5,07/04/2022,2022,4,2,Thursday
1621,277,Invictus,AWPer,Overpass,Group Stage,17,8,7,34.14,238.66,0.17,50.37,1,Win,No,V4D1M,Russia,1.11,1.06,1,5,5,Bomb Defusal,0,1,19/06/2022,2022,6,2,Sunday
1622,366,ATK,Rifler,Dust2,Playoff,21,8,11,55.73,242.88,0.72,59.66,1,Win,No,motm,United States,1.07,1.05,1,3,1,Bomb Defusal,1,3,11/04/2023,2023,4,2,Tuesday
1623,272,Liquid,Rifler,Inferno,Final,21,9,12,32.73,193.88,0.95,45.86,1,Win,No,Grim,United States,1.07,1.06,4,2,2,Bomb Defusal,1,5,04/07/2024,2024,7,3,Thursday
1624,192,VG.CyberZen,AWPer,Overpass,Final,23,9,13,48.03,213.03,0.58,60.22,1,Win,Yes,Savage,China,1.14,1.08,6,5,2,Bomb Defusal,0,5,21/09/2022,2022,9,3,Wednesday
1625,21,9z,Rifler,Mirage,Group Stage,9,2,15,43.68,266.09,0.52,21.64,0.76,Win,No,try,Argentina,1.28,1.16,6,1,5,Bomb Defusal,1,1,04/12/2022,2022,12,4,Sunday
